"subject" "activity" "signal" "measurement"
30 "STANDING" "fBodyGyro.mean().Y" -0.945628836949153
1 "WALKING" "fBodyGyro.mean().Y" -0.103059416434737
2 "WALKING" "fBodyGyro.mean().Y" -0.55477211220339
3 "WALKING" "fBodyGyro.mean().Y" -0.561526265344828
4 "WALKING" "fBodyGyro.mean().Y" -0.688460056666667
5 "WALKING" "fBodyGyro.mean().Y" -0.513951718392857
6 "WALKING" "fBodyGyro.mean().Y" -0.341378429473684
7 "WALKING" "fBodyGyro.mean().Y" -0.151966687436842
8 "WALKING" "fBodyGyro.mean().Y" -0.259729692333333
9 "WALKING" "fBodyGyro.mean().Y" -0.436905860576923
10 "WALKING" "fBodyGyro.mean().Y" -0.345209034528302
11 "WALKING" "fBodyGyro.mean().Y" -0.593107398474576
12 "WALKING" "fBodyGyro.mean().Y" -0.4678863378
13 "WALKING" "fBodyGyro.mean().Y" -0.256213554508772
14 "WALKING" "fBodyGyro.mean().Y" -0.215894949525424
15 "WALKING" "fBodyGyro.mean().Y" -0.535422096111111
16 "WALKING" "fBodyGyro.mean().Y" -0.619731930392157
17 "WALKING" "fBodyGyro.mean().Y" -0.490166286557377
18 "WALKING" "fBodyGyro.mean().Y" -0.570898150714286
19 "WALKING" "fBodyGyro.mean().Y" -0.0973549846596154
20 "WALKING" "fBodyGyro.mean().Y" 0.0310145965868627
21 "WALKING" "fBodyGyro.mean().Y" -0.371744086730769
22 "WALKING" "fBodyGyro.mean().Y" -0.501176901956522
23 "WALKING" "fBodyGyro.mean().Y" 0.195569461920339
24 "WALKING" "fBodyGyro.mean().Y" -0.479841432931034
25 "WALKING" "fBodyGyro.mean().Y" -0.678750350135135
26 "WALKING" "fBodyGyro.mean().Y" -0.56182776559322
27 "WALKING" "fBodyGyro.mean().Y" -0.534724231403509
28 "WALKING" "fBodyGyro.mean().Y" -0.50468173962963
29 "WALKING" "fBodyGyro.mean().Y" -0.362232316226415
30 "WALKING" "fBodyGyro.mean().Y" -0.175900924040154
1 "WALKING DOWNSTAIRS" "fBodyGyro.mean().Y" -0.0557022524693878
2 "WALKING DOWNSTAIRS" "fBodyGyro.mean().Y" -0.361913824
3 "WALKING DOWNSTAIRS" "fBodyGyro.mean().Y" -0.542694164081633
4 "WALKING DOWNSTAIRS" "fBodyGyro.mean().Y" -0.717545840444444
5 "WALKING DOWNSTAIRS" "fBodyGyro.mean().Y" -0.382483075106383
6 "WALKING DOWNSTAIRS" "fBodyGyro.mean().Y" -0.130327465789583
7 "WALKING DOWNSTAIRS" "fBodyGyro.mean().Y" -0.21444307293617
8 "WALKING DOWNSTAIRS" "fBodyGyro.mean().Y" 0.116090879026316
9 "WALKING DOWNSTAIRS" "fBodyGyro.mean().Y" -0.312512195452381
10 "WALKING DOWNSTAIRS" "fBodyGyro.mean().Y" -0.272495710342105
11 "WALKING DOWNSTAIRS" "fBodyGyro.mean().Y" -0.528254524130435
12 "WALKING DOWNSTAIRS" "fBodyGyro.mean().Y" -0.420631474130435
13 "WALKING DOWNSTAIRS" "fBodyGyro.mean().Y" -0.133828886725532
14 "WALKING DOWNSTAIRS" "fBodyGyro.mean().Y" 0.0132082347333333
15 "WALKING DOWNSTAIRS" "fBodyGyro.mean().Y" -0.402332301666667
16 "WALKING DOWNSTAIRS" "fBodyGyro.mean().Y" -0.479512983617021
17 "WALKING DOWNSTAIRS" "fBodyGyro.mean().Y" -0.451126869347826
18 "WALKING DOWNSTAIRS" "fBodyGyro.mean().Y" -0.641527595090909
19 "WALKING DOWNSTAIRS" "fBodyGyro.mean().Y" 0.147083143564103
20 "WALKING DOWNSTAIRS" "fBodyGyro.mean().Y" -0.138097945555556
21 "WALKING DOWNSTAIRS" "fBodyGyro.mean().Y" -0.308879866288889
22 "WALKING DOWNSTAIRS" "fBodyGyro.mean().Y" -0.525006840277778
23 "WALKING DOWNSTAIRS" "fBodyGyro.mean().Y" 0.328817010088889
24 "WALKING DOWNSTAIRS" "fBodyGyro.mean().Y" -0.433475431818182
25 "WALKING DOWNSTAIRS" "fBodyGyro.mean().Y" -0.632916352241379
26 "WALKING DOWNSTAIRS" "fBodyGyro.mean().Y" -0.44312621
27 "WALKING DOWNSTAIRS" "fBodyGyro.mean().Y" -0.402132810611364
28 "WALKING DOWNSTAIRS" "fBodyGyro.mean().Y" -0.217100157608696
29 "WALKING DOWNSTAIRS" "fBodyGyro.mean().Y" -0.463125032083333
30 "WALKING DOWNSTAIRS" "fBodyGyro.mean().Y" -0.348065119677419
1 "WALKING UPSTAIRS" "fBodyGyro.mean().Y" -0.319474609056604
2 "WALKING UPSTAIRS" "fBodyGyro.mean().Y" -0.488086123958333
3 "WALKING UPSTAIRS" "fBodyGyro.mean().Y" -0.637293508305085
4 "WALKING UPSTAIRS" "fBodyGyro.mean().Y" -0.684310201538462
5 "WALKING UPSTAIRS" "fBodyGyro.mean().Y" -0.516609046808511
6 "WALKING UPSTAIRS" "fBodyGyro.mean().Y" -0.329653779629412
7 "WALKING UPSTAIRS" "fBodyGyro.mean().Y" -0.567920266470588
8 "WALKING UPSTAIRS" "fBodyGyro.mean().Y" -0.113162144460976
9 "WALKING UPSTAIRS" "fBodyGyro.mean().Y" -0.499159202857143
10 "WALKING UPSTAIRS" "fBodyGyro.mean().Y" -0.235858986212766
11 "WALKING UPSTAIRS" "fBodyGyro.mean().Y" -0.581167154444444
12 "WALKING UPSTAIRS" "fBodyGyro.mean().Y" -0.604711316153846
13 "WALKING UPSTAIRS" "fBodyGyro.mean().Y" -0.492176104727273
14 "WALKING UPSTAIRS" "fBodyGyro.mean().Y" 0.118687692187963
15 "WALKING UPSTAIRS" "fBodyGyro.mean().Y" -0.517025245833333
16 "WALKING UPSTAIRS" "fBodyGyro.mean().Y" -0.642018064117647
17 "WALKING UPSTAIRS" "fBodyGyro.mean().Y" -0.521435415208333
18 "WALKING UPSTAIRS" "fBodyGyro.mean().Y" -0.649817266551724
19 "WALKING UPSTAIRS" "fBodyGyro.mean().Y" -0.2254218170275
20 "WALKING UPSTAIRS" "fBodyGyro.mean().Y" -0.162341385629412
21 "WALKING UPSTAIRS" "fBodyGyro.mean().Y" -0.446691581702128
22 "WALKING UPSTAIRS" "fBodyGyro.mean().Y" -0.523943751666667
23 "WALKING UPSTAIRS" "fBodyGyro.mean().Y" -0.290447408901961
24 "WALKING UPSTAIRS" "fBodyGyro.mean().Y" -0.546620981186441
25 "WALKING UPSTAIRS" "fBodyGyro.mean().Y" -0.618579913384615
26 "WALKING UPSTAIRS" "fBodyGyro.mean().Y" -0.617112539636364
27 "WALKING UPSTAIRS" "fBodyGyro.mean().Y" -0.594092579607843
28 "WALKING UPSTAIRS" "fBodyGyro.mean().Y" -0.522066500784314
29 "WALKING UPSTAIRS" "fBodyGyro.mean().Y" -0.39404534122449
30 "WALKING UPSTAIRS" "fBodyGyro.mean().Y" -0.366058433230769
1 "LAYING" "fBodyGyro.mean().Z" -0.909302721
2 "LAYING" "fBodyGyro.mean().Z" -0.9626718875
3 "LAYING" "fBodyGyro.mean().Z" -0.962341960806452
4 "LAYING" "fBodyGyro.mean().Z" -0.961479262592593
5 "LAYING" "fBodyGyro.mean().Z" -0.963202948461538
6 "LAYING" "fBodyGyro.mean().Z" -0.932636612807018
7 "LAYING" "fBodyGyro.mean().Z" -0.956905310961538
8 "LAYING" "fBodyGyro.mean().Z" -0.967461239074074
9 "LAYING" "fBodyGyro.mean().Z" -0.9598150092
10 "LAYING" "fBodyGyro.mean().Z" -0.969755777241379
11 "LAYING" "fBodyGyro.mean().Z" -0.961434420701754
12 "LAYING" "fBodyGyro.mean().Z" -0.9456732415
13 "LAYING" "fBodyGyro.mean().Z" -0.969126880322581
14 "LAYING" "fBodyGyro.mean().Z" -0.949107162941176
15 "LAYING" "fBodyGyro.mean().Z" -0.958190099861111
16 "LAYING" "fBodyGyro.mean().Z" -0.985957788
17 "LAYING" "fBodyGyro.mean().Z" -0.976164852112676
18 "LAYING" "fBodyGyro.mean().Z" -0.984999291538462
19 "LAYING" "fBodyGyro.mean().Z" -0.97393233253012
20 "LAYING" "fBodyGyro.mean().Z" -0.972278603529412
21 "LAYING" "fBodyGyro.mean().Z" -0.980811216111111
22 "LAYING" "fBodyGyro.mean().Z" -0.942570240416667
23 "LAYING" "fBodyGyro.mean().Z" -0.984238807777778
24 "LAYING" "fBodyGyro.mean().Z" -0.981093036111111
25 "LAYING" "fBodyGyro.mean().Z" -0.924536860547945
26 "LAYING" "fBodyGyro.mean().Z" -0.970171219605263
27 "LAYING" "fBodyGyro.mean().Z" -0.979202019189189
28 "LAYING" "fBodyGyro.mean().Z" -0.961164844875
29 "LAYING" "fBodyGyro.mean().Z" -0.976184322608696
30 "LAYING" "fBodyGyro.mean().Z" -0.967577361142857
1 "SITTING" "fBodyGyro.mean().Z" -0.951315544468085
2 "SITTING" "fBodyGyro.mean().Z" -0.959814822391304
3 "SITTING" "fBodyGyro.mean().Z" -0.934967958846154
4 "SITTING" "fBodyGyro.mean().Z" -0.9337768922
5 "SITTING" "fBodyGyro.mean().Z" -0.938003425909091
6 "SITTING" "fBodyGyro.mean().Z" -0.934764895454545
7 "SITTING" "fBodyGyro.mean().Z" -0.9474199325
8 "SITTING" "fBodyGyro.mean().Z" -0.961798676956522
9 "SITTING" "fBodyGyro.mean().Z" -0.940312313
10 "SITTING" "fBodyGyro.mean().Z" -0.96539546962963
11 "SITTING" "fBodyGyro.mean().Z" -0.954453821132075
12 "SITTING" "fBodyGyro.mean().Z" -0.955718183921569
13 "SITTING" "fBodyGyro.mean().Z" -0.968384415510204
14 "SITTING" "fBodyGyro.mean().Z" -0.957020858888889
15 "SITTING" "fBodyGyro.mean().Z" -0.966731518305085
16 "SITTING" "fBodyGyro.mean().Z" -0.960058264057971
17 "SITTING" "fBodyGyro.mean().Z" -0.98161709828125
18 "SITTING" "fBodyGyro.mean().Z" -0.983027386491228
19 "SITTING" "fBodyGyro.mean().Z" -0.968235777945205
20 "SITTING" "fBodyGyro.mean().Z" -0.950963363939394
21 "SITTING" "fBodyGyro.mean().Z" -0.976839728941176
22 "SITTING" "fBodyGyro.mean().Z" -0.948367052258065
23 "SITTING" "fBodyGyro.mean().Z" -0.965428833529412
24 "SITTING" "fBodyGyro.mean().Z" -0.974686891029412
25 "SITTING" "fBodyGyro.mean().Z" -0.975805890153846
26 "SITTING" "fBodyGyro.mean().Z" -0.970423693717949
27 "SITTING" "fBodyGyro.mean().Z" -0.976848134285714
28 "SITTING" "fBodyGyro.mean().Z" -0.954180279027778
29 "SITTING" "fBodyGyro.mean().Z" -0.9739335945
30 "SITTING" "fBodyGyro.mean().Z" -0.961177109516129
1 "STANDING" "fBodyGyro.mean().Z" -0.980773122830189
2 "STANDING" "fBodyGyro.mean().Z" -0.960627696111111
3 "STANDING" "fBodyGyro.mean().Z" -0.916172537704918
4 "STANDING" "fBodyGyro.mean().Z" -0.915280955357143
5 "STANDING" "fBodyGyro.mean().Z" -0.907190836607143
6 "STANDING" "fBodyGyro.mean().Z" -0.943239602105263
7 "STANDING" "fBodyGyro.mean().Z" -0.957165056226415
8 "STANDING" "fBodyGyro.mean().Z" -0.975512276666667
9 "STANDING" "fBodyGyro.mean().Z" -0.941510336
10 "STANDING" "fBodyGyro.mean().Z" -0.950915730909091
11 "STANDING" "fBodyGyro.mean().Z" -0.980762968085106
12 "STANDING" "fBodyGyro.mean().Z" -0.95260195295082
13 "STANDING" "fBodyGyro.mean().Z" -0.974394378070175
14 "STANDING" "fBodyGyro.mean().Z" -0.950999877833333
15 "STANDING" "fBodyGyro.mean().Z" -0.96826485509434
16 "STANDING" "fBodyGyro.mean().Z" -0.98363927
17 "STANDING" "fBodyGyro.mean().Z" -0.985954978205128
18 "STANDING" "fBodyGyro.mean().Z" -0.974294413013699
19 "STANDING" "fBodyGyro.mean().Z" -0.965100636164384
20 "STANDING" "fBodyGyro.mean().Z" -0.911409911643836
21 "STANDING" "fBodyGyro.mean().Z" -0.959432562359551
22 "STANDING" "fBodyGyro.mean().Z" -0.962327765238095
23 "STANDING" "fBodyGyro.mean().Z" -0.967939565
24 "STANDING" "fBodyGyro.mean().Z" -0.970133388405797
25 "STANDING" "fBodyGyro.mean().Z" -0.970456862567568
26 "STANDING" "fBodyGyro.mean().Z" -0.974459323783784
27 "STANDING" "fBodyGyro.mean().Z" -0.980862493125
28 "STANDING" "fBodyGyro.mean().Z" -0.926655192405063
29 "STANDING" "fBodyGyro.mean().Z" -0.983654714461538
30 "STANDING" "fBodyGyro.mean().Z" -0.937798124576271
1 "WALKING" "fBodyGyro.mean().Z" -0.255940940315789
2 "WALKING" "fBodyGyro.mean().Z" -0.396659907457627
3 "WALKING" "fBodyGyro.mean().Z" -0.418126217413793
4 "WALKING" "fBodyGyro.mean().Z" -0.601381129166667
5 "WALKING" "fBodyGyro.mean().Z" -0.213127031035714
6 "WALKING" "fBodyGyro.mean().Z" -0.203575458733333
7 "WALKING" "fBodyGyro.mean().Z" -0.366733617894737
8 "WALKING" "fBodyGyro.mean().Z" -0.132902199479167
9 "WALKING" "fBodyGyro.mean().Z" -0.240222512134615
10 "WALKING" "fBodyGyro.mean().Z" -0.108530029881132
11 "WALKING" "fBodyGyro.mean().Z" -0.398293336610169
12 "WALKING" "fBodyGyro.mean().Z" -0.31728248436
13 "WALKING" "fBodyGyro.mean().Z" -0.276607954736842
14 "WALKING" "fBodyGyro.mean().Z" -0.212925759152542
15 "WALKING" "fBodyGyro.mean().Z" -0.461464065555556
16 "WALKING" "fBodyGyro.mean().Z" -0.432885310980392
17 "WALKING" "fBodyGyro.mean().Z" -0.398809217540984
18 "WALKING" "fBodyGyro.mean().Z" -0.538152344821429
19 "WALKING" "fBodyGyro.mean().Z" -0.01050470716
20 "WALKING" "fBodyGyro.mean().Z" -0.108892495684314
21 "WALKING" "fBodyGyro.mean().Z" -0.283262474865385
22 "WALKING" "fBodyGyro.mean().Z" -0.083501182326087
23 "WALKING" "fBodyGyro.mean().Z" -0.194970369294915
24 "WALKING" "fBodyGyro.mean().Z" -0.39144792137931
25 "WALKING" "fBodyGyro.mean().Z" -0.561322950945946
26 "WALKING" "fBodyGyro.mean().Z" -0.318516813050847
27 "WALKING" "fBodyGyro.mean().Z" -0.318182379824561
28 "WALKING" "fBodyGyro.mean().Z" -0.255029045018519
29 "WALKING" "fBodyGyro.mean().Z" -0.397277495471698
30 "WALKING" "fBodyGyro.mean().Z" -0.247350343692308
1 "WALKING DOWNSTAIRS" "fBodyGyro.mean().Z" -0.0318694271979592
2 "WALKING DOWNSTAIRS" "fBodyGyro.mean().Z" -0.0874944736085106
3 "WALKING DOWNSTAIRS" "fBodyGyro.mean().Z" -0.302866461179592
4 "WALKING DOWNSTAIRS" "fBodyGyro.mean().Z" -0.318306481022222
5 "WALKING DOWNSTAIRS" "fBodyGyro.mean().Z" -0.034175027916383
6 "WALKING DOWNSTAIRS" "fBodyGyro.mean().Z" 0.15284524938125
7 "WALKING DOWNSTAIRS" "fBodyGyro.mean().Z" -0.299600267680851
8 "WALKING DOWNSTAIRS" "fBodyGyro.mean().Z" 0.0277498065176316
9 "WALKING DOWNSTAIRS" "fBodyGyro.mean().Z" -0.250686586719048
10 "WALKING DOWNSTAIRS" "fBodyGyro.mean().Z" 0.0391366814342105
11 "WALKING DOWNSTAIRS" "fBodyGyro.mean().Z" -0.273459111956522
12 "WALKING DOWNSTAIRS" "fBodyGyro.mean().Z" -0.212767364326087
13 "WALKING DOWNSTAIRS" "fBodyGyro.mean().Z" -0.212906662531915
14 "WALKING DOWNSTAIRS" "fBodyGyro.mean().Z" 0.492414379822222
15 "WALKING DOWNSTAIRS" "fBodyGyro.mean().Z" -0.18319480152381
16 "WALKING DOWNSTAIRS" "fBodyGyro.mean().Z" -0.375000625531915
17 "WALKING DOWNSTAIRS" "fBodyGyro.mean().Z" -0.403380386086957
18 "WALKING DOWNSTAIRS" "fBodyGyro.mean().Z" -0.447030699454545
19 "WALKING DOWNSTAIRS" "fBodyGyro.mean().Z" 0.210673073192308
20 "WALKING DOWNSTAIRS" "fBodyGyro.mean().Z" 0.257037841093333
21 "WALKING DOWNSTAIRS" "fBodyGyro.mean().Z" -0.238221682666667
22 "WALKING DOWNSTAIRS" "fBodyGyro.mean().Z" -0.194915698805556
23 "WALKING DOWNSTAIRS" "fBodyGyro.mean().Z" -0.141266888477778
24 "WALKING DOWNSTAIRS" "fBodyGyro.mean().Z" -0.396286646363636
25 "WALKING DOWNSTAIRS" "fBodyGyro.mean().Z" -0.410311447586207
26 "WALKING DOWNSTAIRS" "fBodyGyro.mean().Z" -0.22138882542
27 "WALKING DOWNSTAIRS" "fBodyGyro.mean().Z" -0.144904904113636
28 "WALKING DOWNSTAIRS" "fBodyGyro.mean().Z" -0.184392337071739
29 "WALKING DOWNSTAIRS" "fBodyGyro.mean().Z" -0.199225894479167
30 "WALKING DOWNSTAIRS" "fBodyGyro.mean().Z" -0.263720763854839
1 "WALKING UPSTAIRS" "fBodyGyro.mean().Z" -0.453597213018868
2 "WALKING UPSTAIRS" "fBodyGyro.mean().Z" -0.248601122
3 "WALKING UPSTAIRS" "fBodyGyro.mean().Z" -0.431503361525424
4 "WALKING UPSTAIRS" "fBodyGyro.mean().Z" -0.350765737115385
5 "WALKING UPSTAIRS" "fBodyGyro.mean().Z" -0.139801393244681
6 "WALKING UPSTAIRS" "fBodyGyro.mean().Z" -0.0464142110215686
7 "WALKING UPSTAIRS" "fBodyGyro.mean().Z" -0.408150266666667
8 "WALKING UPSTAIRS" "fBodyGyro.mean().Z" 0.16597418695122
9 "WALKING UPSTAIRS" "fBodyGyro.mean().Z" -0.327698671183673
10 "WALKING UPSTAIRS" "fBodyGyro.mean().Z" -0.262763367170213
11 "WALKING UPSTAIRS" "fBodyGyro.mean().Z" -0.674671878518519
12 "WALKING UPSTAIRS" "fBodyGyro.mean().Z" -0.406080936346154
13 "WALKING UPSTAIRS" "fBodyGyro.mean().Z" -0.255338945927273
14 "WALKING UPSTAIRS" "fBodyGyro.mean().Z" 0.196703218737037
15 "WALKING UPSTAIRS" "fBodyGyro.mean().Z" -0.485701745833333
16 "WALKING UPSTAIRS" "fBodyGyro.mean().Z" -0.492427493529412
17 "WALKING UPSTAIRS" "fBodyGyro.mean().Z" -0.324273713333333
18 "WALKING UPSTAIRS" "fBodyGyro.mean().Z" -0.504364096896552
19 "WALKING UPSTAIRS" "fBodyGyro.mean().Z" -0.06612935167
20 "WALKING UPSTAIRS" "fBodyGyro.mean().Z" 0.115076640798039
21 "WALKING UPSTAIRS" "fBodyGyro.mean().Z" -0.155762354829787
22 "WALKING UPSTAIRS" "fBodyGyro.mean().Z" -0.199313066142857
23 "WALKING UPSTAIRS" "fBodyGyro.mean().Z" -0.163001294113725
24 "WALKING UPSTAIRS" "fBodyGyro.mean().Z" -0.372182912033898
25 "WALKING UPSTAIRS" "fBodyGyro.mean().Z" -0.575169715692308
26 "WALKING UPSTAIRS" "fBodyGyro.mean().Z" -0.342703926363636
27 "WALKING UPSTAIRS" "fBodyGyro.mean().Z" -0.400528455490196
28 "WALKING UPSTAIRS" "fBodyGyro.mean().Z" -0.318210999529412
29 "WALKING UPSTAIRS" "fBodyGyro.mean().Z" -0.34170013244898
30 "WALKING UPSTAIRS" "fBodyGyro.mean().Z" -0.318937001538462
1 "LAYING" "fBodyGyro.std().X" -0.8822964508
2 "LAYING" "fBodyGyro.std().X" -0.988860685833333
3 "LAYING" "fBodyGyro.std().X" -0.975986433709677
4 "LAYING" "fBodyGyro.std().X" -0.975094739444444
5 "LAYING" "fBodyGyro.std().X" -0.980705769807692
6 "LAYING" "fBodyGyro.std().X" -0.962164978596491
7 "LAYING" "fBodyGyro.std().X" -0.962348254423077
8 "LAYING" "fBodyGyro.std().X" -0.967846360740741
9 "LAYING" "fBodyGyro.std().X" -0.9463891504
10 "LAYING" "fBodyGyro.std().X" -0.96454456637931
11 "LAYING" "fBodyGyro.std().X" -0.982424585438596
12 "LAYING" "fBodyGyro.std().X" -0.969254585333333
13 "LAYING" "fBodyGyro.std().X" -0.973446792419355
14 "LAYING" "fBodyGyro.std().X" -0.959740488627451
15 "LAYING" "fBodyGyro.std().X" -0.958224495416667
16 "LAYING" "fBodyGyro.std().X" -0.977509583571429
17 "LAYING" "fBodyGyro.std().X" -0.977203498309859
18 "LAYING" "fBodyGyro.std().X" -0.993019371692308
19 "LAYING" "fBodyGyro.std().X" -0.983944795060241
20 "LAYING" "fBodyGyro.std().X" -0.985154588529412
21 "LAYING" "fBodyGyro.std().X" -0.976226919888889
22 "LAYING" "fBodyGyro.std().X" -0.958030986944444
23 "LAYING" "fBodyGyro.std().X" -0.982665212638889
24 "LAYING" "fBodyGyro.std().X" -0.984713284166667
25 "LAYING" "fBodyGyro.std().X" -0.891308069041096
26 "LAYING" "fBodyGyro.std().X" -0.990970119605263
27 "LAYING" "fBodyGyro.std().X" -0.989382328918919
28 "LAYING" "fBodyGyro.std().X" -0.958092114
29 "LAYING" "fBodyGyro.std().X" -0.994652185217391
30 "LAYING" "fBodyGyro.std().X" -0.974488400714286
1 "SITTING" "fBodyGyro.std().X" -0.977904227021277
2 "SITTING" "fBodyGyro.std().X" -0.986808501521739
3 "SITTING" "fBodyGyro.std().X" -0.968013062884615
4 "SITTING" "fBodyGyro.std().X" -0.973333107
5 "SITTING" "fBodyGyro.std().X" -0.969390369318182
6 "SITTING" "fBodyGyro.std().X" -0.963407046545455
7 "SITTING" "fBodyGyro.std().X" -0.9427264225
8 "SITTING" "fBodyGyro.std().X" -0.985339301521739
9 "SITTING" "fBodyGyro.std().X" -0.9618360162
10 "SITTING" "fBodyGyro.std().X" -0.989712360740741
11 "SITTING" "fBodyGyro.std().X" -0.989189512641509
12 "SITTING" "fBodyGyro.std().X" -0.976339901372549
13 "SITTING" "fBodyGyro.std().X" -0.986714694081633
14 "SITTING" "fBodyGyro.std().X" -0.981573087222222
15 "SITTING" "fBodyGyro.std().X" -0.988881930508475
16 "SITTING" "fBodyGyro.std().X" -0.982057861449275
17 "SITTING" "fBodyGyro.std().X" -0.99004126046875
18 "SITTING" "fBodyGyro.std().X" -0.992575399473684
19 "SITTING" "fBodyGyro.std().X" -0.985576048219178
20 "SITTING" "fBodyGyro.std().X" -0.978433538484848
21 "SITTING" "fBodyGyro.std().X" -0.98955931
22 "SITTING" "fBodyGyro.std().X" -0.982373346290323
23 "SITTING" "fBodyGyro.std().X" -0.981523241176471
24 "SITTING" "fBodyGyro.std().X" -0.988891551764706
25 "SITTING" "fBodyGyro.std().X" -0.990550003076923
26 "SITTING" "fBodyGyro.std().X" -0.991318436410256
27 "SITTING" "fBodyGyro.std().X" -0.988984618428571
28 "SITTING" "fBodyGyro.std().X" -0.98161514125
29 "SITTING" "fBodyGyro.std().X" -0.990727755166667
30 "SITTING" "fBodyGyro.std().X" -0.988484803225806
1 "STANDING" "fBodyGyro.std().X" -0.987497128679245
2 "STANDING" "fBodyGyro.std().X" -0.97498812462963
3 "STANDING" "fBodyGyro.std().X" -0.901985672459016
4 "STANDING" "fBodyGyro.std().X" -0.912464793928571
5 "STANDING" "fBodyGyro.std().X" -0.912780915714286
6 "STANDING" "fBodyGyro.std().X" -0.952817395263158
7 "STANDING" "fBodyGyro.std().X" -0.947891986226415
8 "STANDING" "fBodyGyro.std().X" -0.974200997592593
9 "STANDING" "fBodyGyro.std().X" -0.924738576444444
10 "STANDING" "fBodyGyro.std().X" -0.932273942727273
11 "STANDING" "fBodyGyro.std().X" -0.981009115744681
12 "STANDING" "fBodyGyro.std().X" -0.884385204098361
13 "STANDING" "fBodyGyro.std().X" -0.955818411578947
14 "STANDING" "fBodyGyro.std().X" -0.962741032833333
15 "STANDING" "fBodyGyro.std().X" -0.948275234150943
16 "STANDING" "fBodyGyro.std().X" -0.973926885
17 "STANDING" "fBodyGyro.std().X" -0.981791318076923
18 "STANDING" "fBodyGyro.std().X" -0.962272711643836
19 "STANDING" "fBodyGyro.std().X" -0.946607045616438
20 "STANDING" "fBodyGyro.std().X" -0.890525705068493
21 "STANDING" "fBodyGyro.std().X" -0.964530315842697
22 "STANDING" "fBodyGyro.std().X" -0.919851782380952
23 "STANDING" "fBodyGyro.std().X" -0.941698515588235
24 "STANDING" "fBodyGyro.std().X" -0.961885695217391
25 "STANDING" "fBodyGyro.std().X" -0.97266417
26 "STANDING" "fBodyGyro.std().X" -0.975321645675676
27 "STANDING" "fBodyGyro.std().X" -0.970221836375
28 "STANDING" "fBodyGyro.std().X" -0.886706768227848
29 "STANDING" "fBodyGyro.std().X" -0.979162564923077
30 "STANDING" "fBodyGyro.std().X" -0.911718163220339
1 "WALKING" "fBodyGyro.std().X" -0.516691938736842
2 "WALKING" "fBodyGyro.std().X" -0.604053019152542
3 "WALKING" "fBodyGyro.std().X" -0.615121369827586
4 "WALKING" "fBodyGyro.std().X" -0.542646759
5 "WALKING" "fBodyGyro.std().X" -0.529392790178571
6 "WALKING" "fBodyGyro.std().X" -0.515323854385965
7 "WALKING" "fBodyGyro.std().X" -0.563615256666667
8 "WALKING" "fBodyGyro.std().X" -0.234252005895833
9 "WALKING" "fBodyGyro.std().X" -0.507404512692308
10 "WALKING" "fBodyGyro.std().X" -0.458292932830189
11 "WALKING" "fBodyGyro.std().X" -0.623150268983051
12 "WALKING" "fBodyGyro.std().X" -0.5931428818
13 "WALKING" "fBodyGyro.std().X" -0.435714710526316
14 "WALKING" "fBodyGyro.std().X" -0.630082075932203
15 "WALKING" "fBodyGyro.std().X" -0.357633378703704
16 "WALKING" "fBodyGyro.std().X" -0.673741136862745
17 "WALKING" "fBodyGyro.std().X" -0.504849290819672
18 "WALKING" "fBodyGyro.std().X" -0.734901390178571
19 "WALKING" "fBodyGyro.std().X" -0.108388809533846
20 "WALKING" "fBodyGyro.std().X" -0.279931528352941
21 "WALKING" "fBodyGyro.std().X" -0.491859244230769
22 "WALKING" "fBodyGyro.std().X" -0.374496318695652
23 "WALKING" "fBodyGyro.std().X" -0.545051691694915
24 "WALKING" "fBodyGyro.std().X" -0.616915839310345
25 "WALKING" "fBodyGyro.std().X" -0.406678108108108
26 "WALKING" "fBodyGyro.std().X" -0.532999609491525
27 "WALKING" "fBodyGyro.std().X" -0.642349125614035
28 "WALKING" "fBodyGyro.std().X" -0.545480217777778
29 "WALKING" "fBodyGyro.std().X" -0.654313559056604
30 "WALKING" "fBodyGyro.std().X" -0.399032346
1 "WALKING DOWNSTAIRS" "fBodyGyro.std().X" -0.495422486102041
2 "WALKING DOWNSTAIRS" "fBodyGyro.std().X" -0.379436674361702
3 "WALKING DOWNSTAIRS" "fBodyGyro.std().X" -0.30863033105102
4 "WALKING DOWNSTAIRS" "fBodyGyro.std().X" -0.414919000955556
5 "WALKING DOWNSTAIRS" "fBodyGyro.std().X" -0.51494094106383
6 "WALKING DOWNSTAIRS" "fBodyGyro.std().X" -0.286724914610417
7 "WALKING DOWNSTAIRS" "fBodyGyro.std().X" -0.432730974446809
8 "WALKING DOWNSTAIRS" "fBodyGyro.std().X" -0.302735102631579
9 "WALKING DOWNSTAIRS" "fBodyGyro.std().X" -0.423558773952381
10 "WALKING DOWNSTAIRS" "fBodyGyro.std().X" -0.339514358157895
11 "WALKING DOWNSTAIRS" "fBodyGyro.std().X" -0.397722757934783
12 "WALKING DOWNSTAIRS" "fBodyGyro.std().X" -0.4223632375
13 "WALKING DOWNSTAIRS" "fBodyGyro.std().X" -0.452190386808511
14 "WALKING DOWNSTAIRS" "fBodyGyro.std().X" -0.378882872733333
15 "WALKING DOWNSTAIRS" "fBodyGyro.std().X" -0.351630000285714
16 "WALKING DOWNSTAIRS" "fBodyGyro.std().X" -0.470373498510638
